"SMILES", "Ki"
"Nc1cc(c[nH]c1=O)-c1ccncc1",
"CCc1nc2cc3CCN(CCc3c(Br)c2o1)C(C)CCSc1nnc(-c2cccc3nc(C)ccc23)n1C","2511.89"
"N#C\\N=C(\\NCCSc1ccccc1)NC[C@H]1CC[C@@H](C1)c1c[nH]cn1","6080.0"
"CN1CCN(CC1)c1nc2ccccc2nc1Cc1ccccc1","741.31"
"Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3ccc(cc23)S(C)(=O)=O)CC1","63.1"
"O[C@H](CNC(=O)c1cn2cc(F)ccc2n1)CN1CCC(CC1)Oc1ccc(Cl)c(Cl)c1","15.85"
"OC12C3C4C5C3C(C3C5CC4C13)N2Cc1ccccc1","10000.0"
"Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl","10.0"
"Clc1ccc2n(C3CCN(CCCCc4nc5ccccc5o4)CC3)c(=O)[nH]c2c1","501.19"
"Fc1ccc(Cn2c(nc3ccccc23)[C@H]2CNCCS2)cc1","1.3"
"OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N1CCC(CC1)N1CCC(CC1)Oc1ccc(Cl)c(Cl)c1","79.43"
"CN(C)C(=O)CN1CCCC(C1)c1nc2ccccc2n1Cc1ccc(F)cc1","5.7"
"C(Cn1c(nc2ccccc12)C1CCCN(Cc2ncco2)C1)Oc1ccccc1","24.6"
"Cc1ccc(Cn2c(nc3ccccc23)[C@H]2CNCCO2)cc1","1.0"
"Cc1ccc(Cn2c(nc3ccccc23)C2CNCCO2)cc1C","1.9"
"O[C@H](CNC(=O)c1c[nH]c(=O)c2c(F)cccc12)CN1CCC(CC1)Oc1ccc(Cl)c(Cl)c1","2.512"
"O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc23)CC1","780.0"
"OC=O.Fc1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(OCCCN2CCCC2)cc1","2511.89"
"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C",
"CC1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c12","18.3"
"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12",
"OC1(CCN(CCCC(=O)c2ccc(F)cc2)C1)c1ccc(Cl)cc1","1467.0"
"OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1","63.1"
"CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O",
"CC(N)C12CC3CC(CC(C3)C1)C2",
"Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1",
"OC=O.C[C@@H]1CCCN1CCCOc1ccc(cc1)N1CCN(CC1=O)C(=O)c1ccc(F)cc1F","2511.89"
"CS(=O)(=O)c1ccc(cc1)C(=O)N1CCN(C(=O)C1)c1ccc(OCCCN2CCCCC2)cc1","1995.26"
"C[C@@H](c1c(CCN(C)C)sc2ccccc12)c1cccnc1C","17.0"
"C1Cc2cccc(O[C@@H]([C@H]3CNCCO3)c3ccccc3)c2O1","10.0"
"CN1CCN(CC1)[C@@H]1Cc2ccccc2Sc2ccc(CNC(C)=O)cc12","3.6"
"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O",
"C[C@H](c1c(CCN(C)C)sc2ccccc12)c1ncccc1F","2.7"
"COc1ccccc1N1CCN(Cc2cc(CN3CCN(CC3)c3ccccc3OC)c-3cccccc2-3)CC1","1000.0"
"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO",
"CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OCC3COC(Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O",
"Clc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1",
"OC12C3C4C5C3C(C3C5CC4C13)N2Cc1cccc(F)c1",
"CN(C)CCC1=C(Cc2ncccn2)c2ccccc2C1","15.0"
"C[C@@H](NC(=O)c1ccc(cc1)N(C)C)C(=O)N1CCN(CCCOc2ccc(-c3noc(CC4CCCC4)n3)c(F)c2)CC1","890.0"
"OC(=O)CCNC1CC[C@]2(C1)Cc1ccccc1Cc1ccccc21","25.12"
"C[C@H](c1c(CCN(C)C)sc2ccccc12)c1ncccc1Cl","8.0"
"C[C@H](c1c(CCN(C)C)sc2ccccc12)c1ccc(F)cn1","13.0"
"COc1ccc2C(Cc3cnccn3)=C(CCN(C)C)Cc2c1","8.9"
"CCCc1nc2cc3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2o1","2511.89"
"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1","1.7"
"CC(CCSc1nnc(-c2cccc3nc(C)ccc23)n1C)N1CCc2cc3nc(oc3c(C)c2CC1)C(F)(F)F","1995.26"
"CCc1nc2cc3CCN(CCCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3c(C)c2o1","2511.89"
"Cc1ccc2c(cccc2n1)-c1nnc(SCCCN2CCc3cc4nc(oc4cc3CC2)C(F)(F)C(F)(F)F)n1C","2511.89"
"Cc1nc2cc3CCN(CCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2o1","3162.28"
"CCN(CC)C(=S)SSC(=S)N(CC)CC",
"CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1",
"CC(C)N1Cc2cc3CCN(CCc3cc2C1=O)C(C)CCSc1nnc(-c2cccc3nc(C)ccc23)n1C","2511.89"
"CN1Cc2cc3CCN(CCCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2C1=O","2511.89"
"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1","40.0"
"CC(C)N(CCC1=C(C(C)c2ccccn2)c2ccccc2C1)C(C)C","218.78"
"Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O",
"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O",
"CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC",
"Cl.Fc1cccc(CN2C3CC4CC(C3)CC2C4)c1","10000.0"
"OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1","50.12"
"CN(C1CCCCC1)C1CCN(CC1)c1nc2ccccc2n1Cc1ccc(F)cc1","2.8"
"CN(C)CCSc1nc2cc(C)c(C)cc2[nH]1","10000.0"
"CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl",
"CC1NC(N)=Nc2ccc(Cl)c(Cl)c12","8.0"
"O=C1C(C(=O)c2ccccc12)c1ccccc1",
"C[N+](C)(C)C[C@H](O)CC([O-])=O",
"O[C@H](CNC(=O)c1n[nH]c2ccccc12)CN1CCC(CC1)Oc1ccc(Cl)c(Cl)c1","7.943"
"C[C@H](C1=C(CCN(C)C)Cc2cc(F)ccc12)c1nccs1","0.3"
"COC(=O)CCCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1","1258.93"
"Cc1ccc2c(cccc2n1)-c1nnc(SCCN2CCc3cc4nc(oc4c(Br)c3CC2)C(F)(F)F)n1C","2511.89"
"CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)cccc1[C@@]3(C)O",
"Cn1c(=O)cnn(CCCCN2CCN(CC2)c2cccc3ccc(O[11CH3])cc23)c1=O","150.0"
"Cc1ccc(cc1)C(=O)N1CCC(CC1)N1CC[C@H](C[C@H]1C(O)=O)Oc1ccc(Cl)c(C)c1Cl","5011.87"
"Cc1cc(-c2nc3c4CCN(CCCSc5nnc(-c6ocnc6C)n5C)CCc4ccc3o2)n(C)n1","3162.28"
"Cc1ccc2c(cccc2n1)-c1nnc(SCCCN2CCc3cc4NC(=O)COc4cc3CC2)n1C","158.49"
"CN1CCN(CC1)c1nc2ccccc2n2c(C)nnc12","10000.0"
