"SMILES", "Ki"
"[O-][N+](=O)c1ccc(cc1)N1CCN(CCC(=O)c2csc3ccc(F)cc23)CC1","91201.08"
"CC(C)c1ccccc1OCCN1CCC(C1)NS(=O)(=O)c1cccc(Cl)c1","4.0"
"OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccnc1","2447.0"
"COc1ccc(cc1)N1CCN(Cc2ccccc2-c2ccccc2)CC1","10000.0"
"CN(C)CCSc1ncc(s1)-c1ccccc1","3200.0"
"COc1ccc2[nH]c3CN(CCCCC45CCCc6cccc(NC4=O)c56)CCc3c2c1","29.51"
"Cc1c(sc2ccc(F)cc12)S(=O)(=O)NCCCN1CCN(CC1)c1nsc2ccccc12","25.0"
"Cc1cccc(c1)S(=O)(=O)NCCCN1CCN(CC1)c1noc2ccccc12","10.0"
"CN(C)CCSc1nc(cs1)C(C)(C)C","22.0"
"Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc1ccc2nccc(N3CCNCC3)c2c1","1584.89"
"CNc1cc(cc(Br)n1)S(=O)(=O)c1ccc(N)cc1","10000.0"
"COc1ccccc1N1CCN(Cc2ccccc2-c2ccccc2F)CC1","660.69"
"O=S(=O)(N1CCC[C@@H]1CCN1CCN(CC1)c1cccc2sccc12)c1cccc2cnccc12","3.0"
"O=S(=O)(N1CCC[C@H]1CCN1CCN(CC1)c1cccc2sccc12)c1cccc2ncccc12","19.0"
"Oc1cccc(c1)N(CCCN1CCN(CC1)c1ccccc1)S(=O)(=O)c1ccccc1","12.1"
"O=S(=O)(N1CCCC[C@@H]1CCN1CCN(CC1)c1nsc2ccccc12)c1cccc2ncccc12","52.0"
"O=S(=O)(N1CC[C@@H]1CCN1CCN(CC1)c1nsc2ccccc12)c1cncc2ccccc12","51.0"
"O=S(=O)(N1CCC[C@@H]1CCN1CCN(CC1)c1cccc2[nH]ccc12)c1cccc2ncccc12","14.0"
"O=S(=O)(N1CCC[C@H]1CCN1CCN(CC1)c1cccc2[nH]ccc12)c1cccc2ncccc12","165.0"
"CC1NC(NCC(F)F)=Nc2cccc(Cl)c12","33.3"
"OC(=O)CCCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1","10000.0"
"C1CN(CCN1)c1cccc(c1)-c1ccccc1","25.0"
"COc1ccccc1-c1ccccc1N1CCNCC1","18.4"
"O=C(CCCCCN1CCN(CC1)c1ccccc1-c1ccccc1)NCc1ccc(cc1)C#N","15.0"
"CC(C)c1ccccc1OCCN1CCC(C1)NS(=O)(=O)c1ccc(Cl)s1","7.0"
"COc1ccc(cc1)-c1ccccc1N1CCNCC1","2.6"
"CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12","10000.0"
"CN(C)C[C@@H]1CC2[C@H](O1)c1cc(F)ccc1Sc1ccccc21","34.0"
"CN1CCN2C(C1)c1ccccc1Cc1cccnc21","265.0"
"NCCc1cn(c2ccccc12)S(=O)(=O)c1c(Cl)nc2sccn12","679.0"
"Clc1ccc2[nH]cc(C3=CCN(CCCCNS(=O)(=O)c4cccc5ccccc45)CC3)c2c1","140.0"
"CCOc1ccc2[nH]cc(-c3cncn3CC)c2c1","70.0"
"COc1ccc2[nH]cc(-c3cncn3C)c2c1F","21.0"
"CN(C)CCSc1cccc(n1)-c1ccccc1","0.6"
"O=C1Cc2ccccc2N1C1CCN(CCN2CCCc3ccccc3C2=O)CC1","37.15"
"CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12","365.0"
"CN1CCN(CC1)c1ccc2[nH]nc(c2c1)S(=O)(=O)c1ccccc1","753.0"
"COC1(CCN(CCCCC23CCCc4cccc(NC2=O)c34)CC1)c1ccccc1","21.88"
