epoch,train_loss,val_loss
1,0.6591093202766883,0.8930561288139215
2,0.49753489212076824,0.8567559200292895
3,0.4453065302188628,0.8421492754345322
4,0.41152870946254483,0.8213526896103919
5,0.38850743620057215,0.8089517120691949
6,0.3690220036332721,0.8071224119816489
7,0.3540685097261388,0.7923969416020417
8,0.3412630576851307,0.7877626866259239
9,0.32998765625151827,0.7758630426841993
10,0.3207079915661921,0.7700526785297815
11,0.3114434443894957,0.7734268761158491
12,0.306161398232407,0.7600712620420627
13,0.2977048960804531,0.7584432347808171
14,0.29361452433838164,0.7531950899622588
15,0.28741424291941375,0.7452959692139017
16,0.2818876097304023,0.7668823937093495
17,0.2780448268409274,0.7410566058123702
18,0.2744870354407456,0.7430466713091345
19,0.2699091013502315,0.7366491817448237
20,0.26553311066891855,0.7416908954543987
21,0.2628608752402124,0.7384909794629563
22,0.2597977736410983,0.728322295356224
23,0.25599153846117706,0.7229447102898415
24,0.2539971387359636,0.725486566193865
25,0.25097243501570526,0.7273919390174938
26,0.24870205417271504,0.722144088390881
27,0.24549153700278625,0.7329622756442481
28,0.24462044231980168,0.7166227902451606
29,0.24284489672608459,0.7120837552906716
30,0.23905692882747565,0.7336010718119533
31,0.23797212158468858,0.7221995295036203
32,0.23532134041382446,0.7061710082567655
33,0.23322332621578296,0.7281005946552289
34,0.23108609692184492,0.7122489801824909
35,0.22927335439181687,0.7111421128846823
36,0.2281326750665707,0.7086983308651424
37,0.2268535417296367,0.7184889132531852
38,0.22582329441551663,0.6991524576387114
39,0.22369398238676486,0.7072881965164892
40,0.2219273160288514,0.7146140442507536
41,0.2218787576772679,0.7154334914822473
42,0.21965319240426026,0.7067804161942043
43,0.21975637572452775,0.7142214123140019
44,0.21619820050857932,0.6989240210475861
45,0.21536378067968895,0.7008895023919257
46,0.21458672649112537,0.7080845268182182
47,0.21382740738440853,0.7003617780665828
48,0.21126193501210255,0.6866862156494149
49,0.2102879415515664,0.7144290829358035
50,0.21022005602501553,0.7094183134894476
51,0.20912200141445975,0.7102169005084464
52,0.20737731643953164,0.6967155185966774
53,0.20636330594789176,0.7002641476368879
54,0.20526162599117026,0.7117258690933533
55,0.20496377688757772,0.699987629473649
56,0.20311818017766825,0.7094515690813578
57,0.20226497927762535,0.6902581713033803
58,0.20241087094275048,0.7038035545384294
59,0.20154965409313907,0.7033104642173639
60,0.2015256118681797,0.7127391565964019
