Ki,Class,KRFP1,KRFP2,KRFP7,KRFP10,KRFP14,KRFP16,KRFP17,KRFP18,KRFP19,KRFP20,KRFP25,KRFP26,KRFP27,KRFP33,KRFP34,KRFP37,KRFP43,KRFP45,KRFP52,KRFP54,KRFP56,KRFP67,KRFP72,KRFP74,KRFP91,KRFP92,KRFP97,KRFP102,KRFP104,KRFP114,KRFP119,KRFP126,KRFP133,KRFP136,KRFP138,KRFP189,KRFP201,KRFP212,KRFP214,KRFP216,KRFP224,KRFP226,KRFP232,KRFP264,KRFP287,KRFP297,KRFP298,KRFP299,KRFP300,KRFP302,KRFP303,KRFP304,KRFP307,KRFP310,KRFP311,KRFP315,KRFP326,KRFP327,KRFP331,KRFP336,KRFP339,KRFP341,KRFP344,KRFP346,KRFP347,KRFP348,KRFP349,KRFP350,KRFP351,KRFP352,KRFP354,KRFP355,KRFP358,KRFP359,KRFP360,KRFP362,KRFP363,KRFP364,KRFP366,KRFP368,KRFP369,KRFP370,KRFP371,KRFP375,KRFP379,KRFP381,KRFP382,KRFP383,KRFP387,KRFP390,KRFP391,KRFP394,KRFP396,KRFP397,KRFP398,KRFP401,KRFP403,KRFP409,KRFP410,KRFP412,KRFP413,KRFP414,KRFP418,KRFP419,KRFP420,KRFP425,KRFP426,KRFP428,KRFP430,KRFP433,KRFP434,KRFP435,KRFP437,KRFP438,KRFP442,KRFP444,KRFP453,KRFP454,KRFP457,KRFP458,KRFP459,KRFP460,KRFP466,KRFP467,KRFP469,KRFP470,KRFP476,KRFP477,KRFP480,KRFP483,KRFP488,KRFP492,KRFP493,KRFP494,KRFP497,KRFP504,KRFP506,KRFP518,KRFP547,KRFP548,KRFP557,KRFP560,KRFP562,KRFP565,KRFP566,KRFP569,KRFP574,KRFP577,KRFP578,KRFP582,KRFP585,KRFP586,KRFP588,KRFP590,KRFP592,KRFP593,KRFP595,KRFP599,KRFP605,KRFP606,KRFP607,KRFP608,KRFP610,KRFP612,KRFP613,KRFP620,KRFP621,KRFP622,KRFP623,KRFP624,KRFP625,KRFP629,KRFP638,KRFP639,KRFP640,KRFP642,KRFP644,KRFP645,KRFP647,KRFP648,KRFP652,KRFP654,KRFP663,KRFP665,KRFP669,KRFP672,KRFP677,KRFP678,KRFP679,KRFP680,KRFP681,KRFP683,KRFP689,KRFP690,KRFP691,KRFP697,KRFP698,KRFP703,KRFP704,KRFP705,KRFP706,KRFP752,KRFP753,KRFP758,KRFP761,KRFP773,KRFP774,KRFP776,KRFP780,KRFP781,KRFP782,KRFP786,KRFP788,KRFP790,KRFP797,KRFP802,KRFP810,KRFP821,KRFP822,KRFP823,KRFP826,KRFP829,KRFP839,KRFP840,KRFP886,KRFP887,KRFP890,KRFP891,KRFP908,KRFP924,KRFP966,KRFP973,KRFP992,KRFP993,KRFP1008,KRFP1009,KRFP1013,KRFP1018,KRFP1021,KRFP1024,KRFP1038,KRFP1049,KRFP1055,KRFP1058,KRFP1124,KRFP1139,KRFP1141,KRFP1144,KRFP1145,KRFP1146,KRFP1147,KRFP1148,KRFP1150,KRFP1151,KRFP1153,KRFP1154,KRFP1156,KRFP1157,KRFP1158,KRFP1160,KRFP1161,KRFP1171,KRFP1173,KRFP1193,KRFP1228,KRFP1229,KRFP1232,KRFP1240,KRFP1245,KRFP1250,KRFP1263,KRFP1264,KRFP1265,KRFP1279,KRFP1288,KRFP1295,KRFP1299,KRFP1310,KRFP1311,KRFP1318,KRFP1405,KRFP1406,KRFP1407,KRFP1408,KRFP1410,KRFP1418,KRFP1426,KRFP1427,KRFP1428,KRFP1438,KRFP1452,KRFP1454,KRFP1457,KRFP1470,KRFP1471,KRFP1499,KRFP1500,KRFP1506,KRFP1520,KRFP1524,KRFP1525,KRFP1536,KRFP1546,KRFP1564,KRFP1566,KRFP1568,KRFP1578,KRFP1583,KRFP1584,KRFP1588,KRFP1591,KRFP1592,KRFP1594,KRFP1599,KRFP1600,KRFP1606,KRFP1607,KRFP1608,KRFP1609,KRFP1613,KRFP1614,KRFP1616,KRFP1619,KRFP1621,KRFP1622,KRFP1623,KRFP1637,KRFP1638,KRFP1642,KRFP1645,KRFP1646,KRFP1650,KRFP1652,KRFP1653,KRFP1654,KRFP1655,KRFP1670,KRFP1672,KRFP1673,KRFP1684,KRFP1724,KRFP1725,KRFP1747,KRFP1748,KRFP1750,KRFP1751,KRFP1756,KRFP1758,KRFP1767,KRFP1769,KRFP1771,KRFP1773,KRFP1775,KRFP1784,KRFP1786,KRFP1787,KRFP1793,KRFP1796,KRFP1798,KRFP1811,KRFP1816,KRFP1822,KRFP1824,KRFP1917,KRFP1920,KRFP1922,KRFP1923,KRFP1924,KRFP1926,KRFP1931,KRFP1932,KRFP1933,KRFP1937,KRFP1947,KRFP1948,KRFP1962,KRFP1963,KRFP1975,KRFP1989,KRFP1997,KRFP1999,KRFP2000,KRFP2012,KRFP2013,KRFP2014,KRFP2030,KRFP2034,KRFP2037,KRFP2038,KRFP2039,KRFP2066,KRFP2068,KRFP2125,KRFP2127,KRFP2131,KRFP2137,KRFP2150,KRFP2151,KRFP2154,KRFP2167,KRFP2236,KRFP2241,KRFP2242,KRFP2258,KRFP2259,KRFP2260,KRFP2261,KRFP2262,KRFP2263,KRFP2264,KRFP2265,KRFP2267,KRFP2273,KRFP2276,KRFP2277,KRFP2288,KRFP2289,KRFP2306,KRFP2308,KRFP2310,KRFP2380,KRFP2407,KRFP2412,KRFP2413,KRFP2414,KRFP2419,KRFP2428,KRFP2433,KRFP2434,KRFP2435,KRFP2436,KRFP2438,KRFP2440,KRFP2443,KRFP2444,KRFP2448,KRFP2486,KRFP2487,KRFP2547,KRFP2548,KRFP2550,KRFP2561,KRFP2564,KRFP2566,KRFP2568,KRFP2576,KRFP2582,KRFP2585,KRFP2586,KRFP2587,KRFP2588,KRFP2592,KRFP2595,KRFP2598,KRFP2650,KRFP2651,KRFP2660,KRFP2662,KRFP2666,KRFP2667,KRFP2668,KRFP2672,KRFP2673,KRFP2694,KRFP2695,KRFP2699,KRFP2700,KRFP2702,KRFP2703,KRFP2706,KRFP2708,KRFP2711,KRFP2712,KRFP2713,KRFP2714,KRFP2716,KRFP2721,KRFP2729,KRFP2736,KRFP2739,KRFP2747,KRFP2752,KRFP2760,KRFP2773,KRFP2776,KRFP2781,KRFP2796,KRFP2799,KRFP2811,KRFP2815,KRFP2816,KRFP2855,KRFP2856,KRFP2862,KRFP2870,KRFP2876,KRFP2882,KRFP2885,KRFP2886,KRFP2905,KRFP2934,KRFP2949,KRFP2950,KRFP2969,KRFP2975,KRFP2976,KRFP2977,KRFP2979,KRFP2981,KRFP2983,KRFP2986,KRFP2998,KRFP3008,KRFP3010,KRFP3012,KRFP3013,KRFP3025,KRFP3040,KRFP3049,KRFP3050,KRFP3051,KRFP3054,KRFP3057,KRFP3058,KRFP3062,KRFP3066,KRFP3074,KRFP3076,KRFP3078,KRFP3081,KRFP3082,KRFP3083,KRFP3085,KRFP3086,KRFP3088,KRFP3089,KRFP3105,KRFP3107,KRFP3115,KRFP3120,KRFP3121,KRFP3128,KRFP3131,KRFP3139,KRFP3145,KRFP3149,KRFP3150,KRFP3151,KRFP3152,KRFP3153,KRFP3154,KRFP3156,KRFP3157,KRFP3159,KRFP3160,KRFP3161,KRFP3163,KRFP3171,KRFP3175,KRFP3177,KRFP3179,KRFP3180,KRFP3181,KRFP3182,KRFP3190,KRFP3191,KRFP3195,KRFP3197,KRFP3200,KRFP3203,KRFP3208,KRFP3222,KRFP3224,KRFP3229,KRFP3268,KRFP3281,KRFP3283,KRFP3285,KRFP3295,KRFP3302,KRFP3303,KRFP3326,KRFP3328,KRFP3336,KRFP3349,KRFP3351,KRFP3353,KRFP3357,KRFP3359,KRFP3360,KRFP3361,KRFP3367,KRFP3369,KRFP3371,KRFP3373,KRFP3375,KRFP3379,KRFP3381,KRFP3382,KRFP3385,KRFP3387,KRFP3388,KRFP3390,KRFP3392,KRFP3393,KRFP3394,KRFP3395,KRFP3396,KRFP3398,KRFP3399,KRFP3400,KRFP3402,KRFP3404,KRFP3406,KRFP3407,KRFP3408,KRFP3409,KRFP3410,KRFP3412,KRFP3414,KRFP3415,KRFP3418,KRFP3419,KRFP3425,KRFP3426,KRFP3427,KRFP3428,KRFP3430,KRFP3434,KRFP3435,KRFP3436,KRFP3440,KRFP3441,KRFP3443,KRFP3455,KRFP3467,KRFP3473,KRFP3478,KRFP3490,KRFP3502,KRFP3510,KRFP3520,KRFP3523,KRFP3524,KRFP3525,KRFP3528,KRFP3529,KRFP3534,KRFP3536,KRFP3538,KRFP3540,KRFP3542,KRFP3543,KRFP3546,KRFP3548,KRFP3550,KRFP3553,KRFP3554,KRFP3559,KRFP3560,KRFP3561,KRFP3564,KRFP3568,KRFP3572,KRFP3573,KRFP3574,KRFP3579,KRFP3581,KRFP3585,KRFP3586,KRFP3587,KRFP3590,KRFP3591,KRFP3592,KRFP3593,KRFP3596,KRFP3597,KRFP3598,KRFP3599,KRFP3600,KRFP3602,KRFP3606,KRFP3610,KRFP3611,KRFP3617,KRFP3618,KRFP3619,KRFP3620,KRFP3625,KRFP3635,KRFP3640,KRFP3641,KRFP3643,KRFP3645,KRFP3646,KRFP3647,KRFP3648,KRFP3649,KRFP3651,KRFP3654,KRFP3655,KRFP3657,KRFP3658,KRFP3659,KRFP3660,KRFP3661,KRFP3662,KRFP3663,KRFP3665,KRFP3667,KRFP3668,KRFP3671,KRFP3674,KRFP3675,KRFP3676,KRFP3680,KRFP3681,KRFP3682,KRFP3683,KRFP3692,KRFP3693,KRFP3697,KRFP3699,KRFP3701,KRFP3702,KRFP3703,KRFP3704,KRFP3706,KRFP3707,KRFP3708,KRFP3709,KRFP3710,KRFP3712,KRFP3713,KRFP3716,KRFP3718,KRFP3719,KRFP3721,KRFP3722,KRFP3725,KRFP3726,KRFP3727,KRFP3728,KRFP3729,KRFP3730,KRFP3731,KRFP3732,KRFP3733,KRFP3735,KRFP3736,KRFP3737,KRFP3738,KRFP3739,KRFP3740,KRFP3741,KRFP3742,KRFP3743,KRFP3744,KRFP3745,KRFP3746,KRFP3747,KRFP3749,KRFP3750,KRFP3751,KRFP3752,KRFP3753,KRFP3756,KRFP3757,KRFP3758,KRFP3759,KRFP3760,KRFP3761,KRFP3762,KRFP3763,KRFP3764,KRFP3765,KRFP3766,KRFP3767,KRFP3768,KRFP3770,KRFP3772,KRFP3773,KRFP3775,KRFP3777,KRFP3778,KRFP3779,KRFP3781,KRFP3782,KRFP3783,KRFP3784,KRFP3785,KRFP3786,KRFP3787,KRFP3788,KRFP3789,KRFP3790,KRFP3795,KRFP3803,KRFP3806,KRFP3809,KRFP3813,KRFP3814,KRFP3815,KRFP3816,KRFP3817,KRFP3820,KRFP3821,KRFP3844,KRFP3845,KRFP3847,KRFP3864,KRFP3866,KRFP3869,KRFP3872,KRFP3873,KRFP3880,KRFP3882,KRFP3884,KRFP3885,KRFP3887,KRFP3888,KRFP3889,KRFP3892,KRFP3893,KRFP3894,KRFP3895,KRFP3897,KRFP3898,KRFP3899,KRFP3901,KRFP3905,KRFP3907,KRFP3910,KRFP3911,KRFP3914,KRFP3915,KRFP3917,KRFP3919,KRFP3921,KRFP3922,KRFP3926,KRFP3928,KRFP3930,KRFP3931,KRFP3932,KRFP3933,KRFP3934,KRFP3936,KRFP3937,KRFP3938,KRFP3940,KRFP3942,KRFP3943,KRFP3945,KRFP3946,KRFP3947,KRFP3948,KRFP3949,KRFP3953,KRFP3955,KRFP3956,KRFP3957,KRFP3959,KRFP3967,KRFP3968,KRFP3971,KRFP3985,KRFP3989,KRFP3990,KRFP3991,KRFP3997,KRFP3998,KRFP3999,KRFP4000,KRFP4004,KRFP4005,KRFP4006,KRFP4015,KRFP4019,KRFP4020,KRFP4021,KRFP4022,KRFP4023,KRFP4024,KRFP4026,KRFP4028,KRFP4031,KRFP4032,KRFP4046,KRFP4053,KRFP4059,KRFP4067,KRFP4074,KRFP4077,KRFP4080,KRFP4081,KRFP4117,KRFP4122,KRFP4127,KRFP4128,KRFP4139,KRFP4142,KRFP4156,KRFP4159,KRFP4162,KRFP4163,KRFP4168,KRFP4173,KRFP4177,KRFP4182,KRFP4183,KRFP4185,KRFP4188,KRFP4189,KRFP4191,KRFP4192,KRFP4193,KRFP4197,KRFP4202,KRFP4205,KRFP4208,KRFP4231,KRFP4237,KRFP4243,KRFP4245,KRFP4246,KRFP4247,KRFP4250,KRFP4252,KRFP4254,KRFP4255,KRFP4258,KRFP4259,KRFP4260,KRFP4261,KRFP4262,KRFP4264,KRFP4267,KRFP4268,KRFP4274,KRFP4275,KRFP4281,KRFP4283,KRFP4284,KRFP4285,KRFP4286,KRFP4287,KRFP4288,KRFP4290,KRFP4291,KRFP4292,KRFP4293,KRFP4294,KRFP4295,KRFP4296,KRFP4301,KRFP4315,KRFP4317,KRFP4318,KRFP4320,KRFP4326,KRFP4328,KRFP4329,KRFP4331,KRFP4336,KRFP4408,KRFP4439,KRFP4440,KRFP4452,KRFP4470,KRFP4472,KRFP4486,KRFP4492,KRFP4493,KRFP4494,KRFP4496,KRFP4500,KRFP4501,KRFP4512,KRFP4516,KRFP4519,KRFP4521,KRFP4522,KRFP4523,KRFP4524,KRFP4529,KRFP4531,KRFP4537,KRFP4538,KRFP4541,KRFP4542,KRFP4547,KRFP4548,KRFP4552,KRFP4557,KRFP4591,KRFP4593,KRFP4594,KRFP4602,KRFP4610,KRFP4633,KRFP4645,KRFP4650,KRFP4652,KRFP4657,KRFP4661,KRFP4663,KRFP4665,KRFP4666,KRFP4667,KRFP4668,KRFP4678,KRFP4681,KRFP4692,KRFP4695,KRFP4708,KRFP4717,KRFP4725,KRFP4729,KRFP4732,KRFP4734,KRFP4735,KRFP4736,KRFP4740,KRFP4747,KRFP4751,KRFP4752,KRFP4753,KRFP4754,KRFP4755,KRFP4757,KRFP4759,KRFP4763,KRFP4766,KRFP4767,KRFP4769,KRFP4770,KRFP4778,KRFP4803,KRFP4810,KRFP4811,KRFP4813,KRFP4817,KRFP4820,KRFP4821,KRFP4826,KRFP4827,KRFP4828,KRFP4829,KRFP4830,KRFP4831,KRFP4833,KRFP4835,KRFP4839,KRFP4842,KRFP4843,KRFP4852,KRFP4853,KRFP4856,KRFP4857
45.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
