epoch,train_loss,val_loss
1,1.4382165338269517,2.0138549645991697
2,1.3270465458959584,1.986127698946299
3,1.2624135239644336,1.971732995670047
4,1.2105096416125032,1.955588743496741
5,1.1728444152491415,1.9444850454540368
6,1.138442904514054,1.934097490970444
7,1.1137002046803086,1.923174334771978
8,1.0850552790731185,1.9212720062997608
9,1.0632572275052117,1.9111200217430944
10,1.0370700647613085,1.8955898167452223
11,1.014848787268284,1.8884654348751284
12,0.9974630804204228,1.8822256142988143
13,0.9796218924355088,1.8852867757749256
14,0.9646616119712896,1.8728568460206565
15,0.9508094364637228,1.8714363634961209
16,0.9388549542139888,1.871737835167339
17,0.9269379004348351,1.8680152008368531
18,0.914480430101593,1.862219894332206
19,0.90317223662948,1.8589601851609268
20,0.8921286022516407,1.8473773619913705
21,0.8837299496754828,1.8503156075687528
22,0.8698068647273519,1.8465671506817736
23,0.8639481844905784,1.8541254593641248
24,0.8582417352969312,1.8379198710123696
25,0.8486997808858218,1.8407975219080783
26,0.8399328703061234,1.842479317443176
27,0.8312494955034149,1.83373738322368
28,0.8245756688714808,1.8254516833233383
29,0.8151509038875727,1.8277163296875465
30,0.8099983187987874,1.833169075428065
31,0.8022586143307113,1.8213135591343013
32,0.8020252299015358,1.813986907090281
33,0.7931766414024282,1.8181600905564343
34,0.7890786635341929,1.815704569501697
35,0.7795992953111189,1.8173785385845591
36,0.7739030988030984,1.81161620994284
37,0.7699429670158061,1.8223410801067792
38,0.7640469196455177,1.8146122320393097
39,0.7596803499660307,1.812530350760094
40,0.7557013087573554,1.8103346678445924
41,0.7524962923107862,1.823887733168572
42,0.7491176744099217,1.8053590374172857
43,0.744768497331444,1.8037151997944092
44,0.7403899052437141,1.8036815905221104
45,0.7364064544306653,1.8013854199235544
46,0.7347006925927247,1.7906107542649754
47,0.7266445534333535,1.805758812142618
48,0.7259549737663349,1.7913073135122064
49,0.7248414400579668,1.793677341513164
50,0.7187583684593509,1.808229634721824
51,0.7146447186352665,1.797647101574224
52,0.7108125556557864,1.8002834648706127
53,0.7113892701353256,1.790680359744426
54,0.7076298001861971,1.7885271169604495
55,0.7022966213112697,1.7892942427339291
56,0.7002749028521765,1.7926601792531442
57,0.698095121943036,1.7926532988528283
58,0.6932389445253678,1.7882326493973002
59,0.6928830965241389,1.786714502600504
60,0.6892817857753047,1.7906669449506316
61,0.6860119032513318,1.792456269639093
62,0.6851144329622548,1.7787539896475195
63,0.6802040047906525,1.7840428469815843
64,0.6803823687091302,1.7852451913761642
65,0.6763705008471315,1.7835153436260902
66,0.6747828471189271,1.779897226102697
67,0.6716472306514354,1.7894553057302718
68,0.6708949333743045,1.7839962117826913
69,0.6632528097241235,1.7764656353796553
70,0.6663846779428374,1.776894932647921
71,0.6617456543551717,1.7882506297569354
72,0.6579762876860975,1.7741605120884798
73,0.6586634998906499,1.7877625463143834
74,0.6573467373098807,1.769099630774692
75,0.6557161930219826,1.7716093115836569
76,0.6522200227283189,1.7766284521520763
77,0.6489855124317373,1.7721559481550813
