SMILES,Ki,Klek
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDD60>
Cn1cc(nc1-c1ccc(OC[C@@H](O)CNCCOc2ccc(OCCCSSCCN)c(c2)C(N)=O)cc1)C(F)(F)F,1400.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDC70>
Cn1cc(nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(c2)C(N)=O)cc1)C(F)(F)F,1000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDCC0>
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDD10>
COc1cc2CC(Cc2cc1OC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,342.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDE00>
OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDB80>
Oc1cccc2cccnc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDDB0>
N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDE50>
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDEF0>
COc1c2occc2cc2ccc(=O)oc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDF40>
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDF90>
CN1CC[C@H]2CC(=O)[C@H](Cc3ccccc3)[C@H]3CCC[C@@H]1[C@H]23,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658EDEA0>
CC(=O)Oc1ccccc1C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F00E0>
CC(CN1c2ccccc2Sc2ccccc12)N(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0130>
CCc1cc2CC(C)(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0180>
Cc1c[nH]c2cccc(OCC(O)CN3CCN(CC3)C(c3ccccc3)c3ccccc3)c12,0.311,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0040>
O[C@@H](CNCCCCCCCCOc1cccc(c1)C(NC(=O)O[C@H]1CN2CCC1CC2)c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,0.1995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0090>
O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c1ccccc61,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F01D0>
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0220>
NC(=O)C([C@@H]1CCN(CCCCCCCCCNCC(O)c2ccc(O)c3[nH]c(=O)ccc23)C1)(c1ccccc1)c1ccccc1,60.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0270>
OCc1cc(ccc1O)C(O)CNCCc1ccc(cc1)N1CCC(CC1)C(=O)c1ccccc1,39810.72,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F02C0>
NC(N)=Nc1nc(CSCC\\C(N)=N\\S(N)(=O)=O)cs1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0310>
CC(C)OP(O)(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,42600.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0360>
CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3)c[nH]c12,70.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F03B0>
CC(C)=CCC\\C(C)=C\\CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0400>
OC(COc1ccccc1CC=C)CN1CCC(CN2C(=O)c3cccc4cccc(C2=O)c34)CC1,80.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0450>
CC(C)Cc1ccc(cc1)C(C)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F04A0>
CON=C(C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F04F0>
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0540>
Oc1cc2CCNC(Cc3cc(I)cc(I)c3)c2cc1O,0.302,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0590>
C[C@H](Cc1cccc2ccccc12)NC[C@@H](O)c1cc(O)cc(O)c1,1784.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F05E0>
O[C@@H](CNCCCCCCCCCOc1cccc(c1)C(NC(=O)O[C@H]1CN2CCC1CC2)c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,0.1995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0630>
COc1ccc(OCCN2CCN(CC2)C(=O)c2cc3ccccc3[nH]2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0680>
COc1ccccc1OCCNC[C@H](O)c1ccc(O)c(O)c1,97.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F06D0>
COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC,43.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0720>
COc1ccccc1N1CCN(CCCn2c(=O)[nH]c3c4ccccc4[nH]c3c2=O)CC1,1181.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0770>
CCCc1cc2CC(Cc2cc1CCC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,119.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F07C0>
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0810>
CCc1ccc(CC)c2CC(Cc12)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,692.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0860>
C[S+](C)[O-],,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F08B0>
C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c1cccc(NS(=O)(=O)c2cccs2)c1,51.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0900>
COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,0.88,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0950>
COc1cc2CCN[C@H]3[C@H](O)c4ccccc4-c(c1OC)c23,13.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F09A0>
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F09F0>
CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0A40>
CCCN[C@H]1CCc2nc(N)sc2C1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0A90>
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0AE0>
CCC1C2CC3C4N(C)c5ccccc5C44CC(C2[C@H]4O)N3C1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0B30>
COc1ccc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)cc1,700.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0B80>
O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1,9549.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0BD0>
CCN(CC)CCCn1c(=O)[nH]c2c3ccccc3[nH]c2c1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0C20>
C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,4.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0C70>
C[C@@H](Cc1ccccc1)NC[C@H](O)c1cc(O)cc(O)c1,7943.28,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0CC0>
COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,5270.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0D10>
COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,5248.07,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0D60>
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.166,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0DB0>
C1CN2C[C@@H](N=C2S1)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0E00>
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\\C=C\\C=C\\C=C\\C=C\\C=C\\C=C\\C=C\\2)[C@@H](O)[C@@H](N)[C@@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0E50>
CC(O)COC[C@H]1O[C@@H]2O[C@@H]3[C@@H](COCC(C)O)O[C@H](O[C@@H]4[C@@H](COCC(C)O)O[C@H](O[C@@H]5[C@@H](COCC(C)O)O[C@H](O[C@@H]6[C@@H](COCC(C)O)O[C@H](O[C@@H]7[C@@H](COCC(C)O)O[C@H](O[C@@H]8[C@@H](COCC(C)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0EF0>
Cl.CC(C)NCC(O)c1ccc(O)c(O)c1,501.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0F40>
OCc1cccc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)c1,18.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0F90>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12)COc1ccccc1,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F0EA0>
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F40E0>
CC(O)CNCCOc1ccccc1-c1ccccc1,470.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4130>
Cl.NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(OCC(O)CNCc3ccccc3)cc2)cc1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4180>
Cl.CC(C)N(CC(O)COc1ccc(cc1)C(=O)NCCc1ccc(cc1)S(N)(=O)=O)C(C)C,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4040>
COc1ccc(C[C@@H](NC[C@H](O)c2cc(O)cc(O)c2)C(C)C)cc1,3419.79,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4090>
Cc1c(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cccc1NC(=O)c1ccc(cc1)-c1ccccc1,6309.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F41D0>
CC(C)NC[C@H](O)COc1cccc2ccccc12,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4220>
CC(C)NCC(O)c1ccc(O)c(O)c1,192.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4270>
O[C@H]1[C@@H](CCc2c(O)c(O)ccc12)NCCCF,97.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F42C0>
CC(N)C(=O)Nc1c(C)cccc1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4310>
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4360>
O[C@H]1[C@@H](CCc2c(O)c(O)ccc12)NC1CCCC1,25.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F43B0>
COc1ccc(\\C=C\\C(=O)Nc2ccccc2C(O)=O)cc1OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4400>
OC(COc1ccccc1CC=C)CN1CCC(CN2C(=O)CCCC2=O)CC1,80.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4450>
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]5NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](NC5=O)C(O)=O)c3O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)c(Cl)c2,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F44A0>
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F44F0>
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4540>
CCN(CC)C(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,740.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4590>
C[C@@H](Cc1cccc2ccccc12)NC[C@@H](O)c1cc(O)cc(O)c1,2535.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F45E0>
CCCc1cc(=O)[nH]c(=S)[nH]1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4630>
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1,15578.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4680>
CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](Cc1ccccc1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F46D0>
C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)C(=O)c1ccc(F)cc1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4720>
C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)C(=O)c1ccc(cc1)[N+]([O-])=O,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4770>
OC(CNCCOCCOCCOCCOCCNC(=O)C1C(C(C1C(O)=O)C(O)=O)C(O)=O)COc1ccccc1CC=C,512.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F47C0>
NC(=O)N1C(=O)C(=C(O)c2cccs2)c2cc(Cl)ccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4810>
COc1ccccc1N1CCN(CCn2c(=O)n(C)c3c4ccccc4n(C)c3c2=O)CC1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4860>
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F48B0>
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4900>
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4950>
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F49A0>
COc1ccc(CCNC[C@@H](O)c2cc(O)cc(O)c2)cc1,1150.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F49F0>
CCC[C@H](Cc1ccc(OC)cc1)NC[C@H](O)c1cc(O)cc(O)c1,7600.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4A40>
Cl.CC(C)NCC(O)c1ccc(O)c(O)c1,501.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4A90>
CC(CC(F)(F)F)NCc1ccc(cc1)-c1nccs1,52300.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4AE0>
COc1ccc2nc(-c3ccc(OCC(O)CNC(C)C)cc3)n(C)c(=O)c2c1,7700.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4B30>
Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4B80>
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4BD0>
COc1cc(CC=C)ccc1OCC(O)CN1CCC(CN2C(=O)c3cccc4cccc(C2=O)c34)CC1,3290.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4C20>
CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4C70>
CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4CC0>
C[C@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,240.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4D10>
Oc1cc2CCNC(Cc3cc(I)c(I)c(I)c3)c2cc1O,1.514,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4D60>
O=c1[nH]c2c3ccccc3[nH]c2c(=O)n1CCN1CCN(CC1)c1ccccc1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4DB0>
CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4E00>
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9549.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4E50>
CC[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,294.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4EF0>
COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c2ccccc12,280.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4F40>
C[C@H](Cc1ccc2ccccc2c1)NC[C@H](O)c1cc(O)cc(O)c1,410.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4F90>
NCCOCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,6.31,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F4EA0>
C[C@H](NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C1CCCCC1,25.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F20E0>
CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,20.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2130>
COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2180>
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F21D0>
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2090>
CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2040>
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2220>
Fc1cn(C2CCCO2)c(=O)[nH]c1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2270>
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2310>
N[C@@H](Cn1ccc(=O)c(O)c1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F22C0>
CN(C)c1nc(nc(n1)N(C)C)N(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2360>
[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F23B0>
CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCN,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2400>
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\\C=C\\C(=O)O[C@H](C)C\\C=C\\C=C\\C=C\\C=C\\2)[C@@H](O)[C@@H](N)[C@@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2450>
[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F24A0>
C[S+]([O-])c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F24F0>
CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2540>
CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(Oc6cc3cc(Oc3ccc1cc3Cl)c6O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O)c(Cl)c5)NC(=O)[C@H](N)c1ccc(O)c(Oc3cc(O)cc4c3)c1)c1ccc(O)c(c1)-c1c(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)cc(O)cc1[C@H](NC2=O)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2590>
CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F25E0>
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2630>
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F2680>
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658F26D0>
