SMILES,Ki,Klek
CCCN(CC[C@]1(O)C[C@@H](C1)NC(=O)c1ccc2ccccc2c1)[C@H]1CCc2nc(N)sc2C1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D14A0>
C[C@H](Cc1ccc(OCC(N)=O)cc1)NC[C@H](O)c1cccc(Cl)c1,170.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D14F0>
OCc1cc(ccc1O)C(O)CNCCCCCCCCCCCc1ccccc1,220.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1540>
Oc1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1590>
CCCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,1.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D15E0>
Nc1nc(N)c2nc(c(N)nc2n1)-c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1630>
CNCc1ccc(cc1)-c1nccs1,33500.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1680>
Oc1ccc(C=C(C#N)C#N)cc1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D16D0>
C[C@H](NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)c1ccc2ccccc2c1,48.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1720>
O[C@@H](CN[C@@H]1CCC[C@H]1C1CCCC1)c1ccc(O)c2[nH]c(=O)sc12,0.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1770>
COc1cc2C(=O)N(CC3CCN(CC(O)COc4ccccc4C(C)C)CC3)C(=O)c3cccc(c1)c23,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D17C0>
CCc1cc2CC(Cc2cc1CC)NCCc1ccc(O)c2[nH]c(=O)ccc12,261.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1810>
N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1860>
Nc1nc2ccc(OC(F)(F)F)cc2s1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D18B0>
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1900>
NC[C@H](O)c1ccc(O)c(O)c1,96700.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1950>
CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D19A0>
Nc1c2CCCCc2nc2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D19F0>
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1A40>
COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1A90>
[Br-].CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1AE0>
C[C@@H]1C[C@@H](C)N1C(=O)[C@H]1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1B30>
Nc1nnc(c(N)n1)-c1cccc(Cl)c1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1B80>
Cc1c[nH]c2cccc(OCC(O)CN3CCN(CC3)C(c3ccccc3)c3ccccc3)c12,0.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1BD0>
OC(CNCC(=O)N1CCCC1C#N)COc1ccccc1,22000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1C20>
CC(CC(F)(F)F)NCc1ccc(cc1)-c1nccs1,393000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1C70>
CC(C)c1ccccc1OCC(O)CN1CCC(CN2C(=O)CCCC2=O)CC1,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1CC0>
CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c(NC=O)c3)cc2)cc1,25.12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1D10>
[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1D60>
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)cccc1[C@@]3(C)O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1DB0>
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1E00>
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1E50>
CC(O)(P(O)(O)=O)P(O)(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1EF0>
COc1ccccc1OCC(O)CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1F40>
OC(=O)CNCP(O)(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1F90>
O[C@@H](CN[C@H]1CCCC[C@@H]1OCc1ccccc1)c1ccc(O)c2[nH]c(=O)sc12,362.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D1EA0>
CN1C(=O)COc2c1cc(Cl)cc2C(=O)NC1CN2CCC1CC2,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D50E0>
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)n1ncc(=O)[nH]c1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5130>
COc1ccc(CN2C3CCC2CC3)cc1OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5180>
CCN(CC)N=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5040>
COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc1ncc(C)c(OC)c1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5090>
CSc1ccc(\\C=C2\\C(C)=C(CC(O)=O)c3cc(F)ccc23)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D51D0>
OC(=O)c1cccnc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5220>
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5270>
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D52C0>
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5310>
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O,11.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5360>
CN1CCN(CC1)c1ncnc2c3ccccc3oc12,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D53B0>
Oc1cc2CCNC(Cc3ccc(NC(=O)c4ccccc4)c(I)c3)c2cc1O,1.995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5400>
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5450>
NCC1(CC(O)=O)CCCCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D54A0>
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D54F0>
C[C@@H](Cc1ccc(N)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,28800.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5540>
CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5590>
CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D55E0>
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5630>
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5680>
CCOC(=O)COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(Br)no2)cc1,81.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D56D0>
C[C@H](Cc1ccc(OCC(O)=O)cc1)NC[C@@H](O)c1cc(Br)no1,501.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5720>
OC(COc1cccc2[nH]c3ccccc3c12)CN1CCC(CN2C(=O)c3cccc4cccc(C2=O)c34)CC1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5770>
CN1CCN(CC1)c1c(F)cc2c(c1F)n(CCF)cc(C(O)=O)c2=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D57C0>
CN(C)CCN(Cc1cccs1)c1ccccn1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5810>
C[C@@H](Cc1cccc2ccccc12)NC[C@@H](O)c1cc(O)cc(O)c1,2511.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5860>
C[C@H](Cc1cccc2ccccc12)NC[C@@H](O)c1cc(O)cc(O)c1,1780.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D58B0>
C[C@H](Cc1ccc(N)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,30800.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5900>
OCc1cc(ccc1O)C(O)CNCCc1ccc(cc1)N1CCC(Cc2ccccc2)CC1,15848.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5950>
CC(=O)N1CCN(CC1)c1ccc(CCNCC(O)c2ccc(O)c(CO)c2)cc1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D59A0>
OCc1cc(ccc1O)C(O)CNCCc1ccc(Nc2ccc(cc2)-c2ccccc2)cc1,316.23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D59F0>
OCc1cc(ccc1O)C(O)CNCCc1ccc(Nc2ccc(O)cc2)cc1,1584.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5A40>
O[C@@H](CNCCc1ccc(COc2cccc(c2)[C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)cc1)c1ccc(O)c2[nH]c(=O)ccc12,0.2512,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5A90>
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5AE0>
COc1cc(OC)c2[C@@H]3CCN[C@]3(C)COc2c1,575.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5B30>
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5B80>
Cc1c2CC(Cc2c(C)c(C)c1C)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,175.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5BD0>
CCCC[C@@H](C)NC[C@@H](O)c1cc(O)cc(O)c1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5C20>
CN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5C70>
CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]33C(=O)O[C@H]2[C@]13C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5CC0>
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5D10>
Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,1200.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5D60>
COCCc1ccc(OCC(O)CNC(C)C)cc1,1769.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5DB0>
C[C@H](Cc1ncc(CCCCC(O)=O)s1)NC[C@H](O)COc1ccccc1,150.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5E00>
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,10061.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5E50>
ClCC(Cl)Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5EF0>
COc1ccccc1OCCNCCCOc1cccc2[nH]c3ccccc3c12,5.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5F40>
Nc1nc(=O)[nH]cc1F,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5F90>
ClC(Cl)(Cl)Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D5EA0>
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc1ccccc1-c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D40E0>
Cl.CC(C)NCC(O)COc1ccc(cc1)C(=O)NCCc1ccc(cc1)S(N)(=O)=O,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4130>
Cl.CCC(C)NCC(O)COc1ccc(cc1)C(=O)NCCc1ccc(cc1)S(N)(=O)=O,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4180>
Cl.NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(OCC(O)CNCCO)cc2)cc1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4040>
CC(C)NCC(O)COc1cccc2ccccc12,1.738,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4090>
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc1ccccc1-c1ccccc1)c1ccc(O)c(NC=O)c1,21.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D41D0>
C[N+]1(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)[C@@H]2C[C@H](C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(c1cccs1)c1cccs1,36.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4220>
CN1CCc2c(C1)c1cccc3CCc4ccccc4-n2c13,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4270>
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D42C0>
Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4310>
CC(O)Cn1c(C)ncc1[N+]([O-])=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4360>
CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D43B0>
COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,1930.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4400>
COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,1949.84,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4450>
C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,27800.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D44A0>
C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,10232.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D44F0>
O[C@@H](CNCCc1ccccc1)c1cc(O)cc(O)c1,10471.29,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4540>
CCCCN(C(=O)CC(O)=O)c1ccc(cc1)N1CCC(CC1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4590>
OCC(NCc1ccc(cc1)-c1nccs1)c1ccco1,1000000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D45E0>
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@H]([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4630>
CCOC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(Br)no2)cc1,2.82,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4680>
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D46D0>
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4720>
CC[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,39.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4770>
CC(C)C(Br)C(=O)NC(N)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D47C0>
Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,501.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4810>
COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c2ccccc12,13.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4860>
COc1ccc(C[C@@H](NC[C@H](O)c2cc(O)cc(O)c2)C(C)C)cc1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D48B0>
Cc1ccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cc1NC(=O)c1ccc(cc1)-c1ccccc1,2398.83,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4900>
O[C@@H](CNCCCCCCCCCOc1ccc(cc1)C(NC(=O)O[C@H]1CN2CCC1CC2)c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,0.2512,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4950>
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D49A0>
CS(O)(=O)=O.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D49F0>
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4A40>
NC[C@H](O)c1ccc(O)c(O)c1F,2000000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4A90>
NC[C@H](O)c1cc(O)c(O)cc1F,38700.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4AE0>
CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4B30>
NC(=O)N1c2ccccc2CCc2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4B80>
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4BD0>
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4C20>
c1ccc2c(c1)c1cccc3ccc4cccc2c4c13,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4C70>
Cc1cc(=O)n(-c2ccccc2)n1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4CC0>
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4D10>
Nc1ccc(C(O)=O)c(O)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4D60>
COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4DB0>
CCCC[C@@H](C)NC[C@H](O)c1cc(O)cc(O)c1,9332.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4E00>
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4E50>
[Br-].CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4EF0>
CS(=O)(=O)OCCCCOS(C)(=O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4F40>
CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4F90>
CCN1C(=Cc2sc3ccccc3[n+]2C)C=Cc2cccc(C)c12,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D4EA0>
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D70E0>
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7130>
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7180>
OCc1cc(ccc1O)C(O)CNCCc1ccc(NCc2ccc3ccccc3c2)cc1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7040>
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7090>
CCNCCOc1ccccc1-c1ccccc1,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D71D0>
C(Cc1ccccn1)N1C2CCC1CC2,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7220>
NC(=N)NCCN1CCCCCCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7270>
Fc1cccc(CN2CCCC2)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D72C0>
COc1cccc(c1)[C@@H](Cc1ccccc1)NC[C@@H](O)Cc1ccc(O)c(NS(C)(=O)=O)c1,350.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7310>
CC(C)(C)NCC(O)COc1cccc2oc3ccccc3c12,0.145,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658D7360>
