epoch,val_loss,rl_loss,total_reward
125,1.7576799460177153,0.0,0.0
126,1.9923159918695128,16.112168105002034,0.4603154624932376
127,1.898743477007628,15.199525822389182,0.4543365474096095
128,1.8645390449579904,14.55280588983303,0.4424522226313079
129,1.8739498476312344,14.709136765061904,0.463448997508855
130,1.8752369788207848,14.743610374836347,0.4816348270196492
131,1.882778214708564,14.483258954263473,0.4735623932224405
132,1.8468484616129648,14.250535955224256,0.4751814628128111
133,1.8421938169427388,14.368922733523696,0.475717761300781
134,1.8247379232002756,13.805554889271308,0.4533510114566837
135,1.849846564748752,12.551356357326677,0.4076891903874848
136,1.835336317806124,12.723386936252687,0.4085192999373026
137,1.8239347304937972,12.862108122434462,0.418834908051591
138,1.851111076163046,13.255268366065808,0.4320341537866789
139,1.824304947063358,12.35538716226301,0.3977490347515315
140,1.8222507915656767,12.626177870334288,0.4071470744588794
