D2 geenrated ligands docking res;D2 chembl ligands;dd2 random zinc docking score
-5.454;-7.739;-4.276
-5.452;-7.739;-4.273
-5.451;-7.738;-4.265
-5.448;-7.738;-4.255
-5.447;-7.737;-4.231
-5.446;-7.734;-4.223
-5.443;-7.734;-4.215
-5.441;-7.733;-4.207
-5.441;-7.731;-4.205
-5.441;-7.731;-4.203
-5.44;-7.73;-4.197
-5.439;-7.73;-4.194
-5.438;-7.73;-4.175
-5.437;-7.729;-4.173
-5.434;-7.729;-4.16
-5.433;-7.729;-4.159
-5.43;-7.729;-4.149
-5.429;-7.728;-4.145
-5.429;-7.728;-4.141
-5.427;-7.725;-4.138
-5.426;-7.724;-4.132
-5.426;-7.724;-4.123
-5.423;-7.724;-4.113
-5.422;-7.723;-4.111
-5.422;-7.723;-4.085
-5.421;-7.722;-4.085
-5.417;-7.721;-4.08
-5.416;-7.72;-4.073
-5.416;-7.72;-4.067
-5.414;-7.719;-4.065
-5.411;-7.717;-4.061
-5.411;-7.717;-4.059
-5.41;-7.716;-4.051
-5.409;-7.716;-4.043
-5.409;-7.715;-4.037
-5.408;-7.715;-4.034
-5.408;-7.714;-4.03
-5.408;-7.713;-4.015
-5.407;-7.713;-4.013
-5.405;-7.712;-4.005
-5.402;-7.712;-4.003
-5.4;-7.71;-3.996
-5.397;-7.708;-3.994
-5.396;-7.708;-3.98
-5.394;-7.708;-3.979
-5.393;-7.708;-3.978
-5.391;-7.708;-3.978
-5.389;-7.707;-3.968
-5.387;-7.707;-3.963
-5.387;-7.707;-3.96
-5.387;-7.707;-3.955
-5.386;-7.707;-3.946
-5.385;-7.707;-3.943
-5.383;-7.706;-3.941
-5.383;-7.706;-3.937
-5.383;-7.705;-3.932
-5.38;-7.702;-3.914
-5.377;-7.701;-3.907
-5.377;-7.7;-3.866
-5.376;-7.7;-3.854
-5.375;-7.7;-3.785
-5.373;-7.698;-3.778
-5.373;-7.698;-3.776
-5.372;-7.698;-3.758
-5.371;-7.697;-3.753
-5.37;-7.697;-3.745
-5.369;-7.697;-3.726
-5.368;-7.697;-3.725
-5.367;-7.695;-3.721
-5.366;-7.694;-3.712
-5.366;-7.694;-3.705
-5.365;-7.693;-3.696
-5.364;-7.693;-3.689
-5.363;-7.693;-3.687
-5.363;-7.692;-3.684
-5.362;-7.692;-3.669
-5.36;-7.692;-3.626
-5.359;-7.692;-3.618
-5.357;-7.692;-3.606
-5.356;-7.689;-3.586
-5.355;-7.689;-3.567
-5.351;-7.686;-3.548
-5.351;-7.686;-3.519
-5.349;-7.685;-3.48
-5.349;-7.684;-3.477
-5.349;-7.684;-3.459
-5.348;-7.681;-3.432
-5.348;-7.68;-3.418
-5.348;-7.68;-3.403
-5.347;-7.679;-3.347
-5.345;-7.679;-3.337
-5.344;-7.679;-3.304
-5.344;-7.679;-3.303
-5.343;-7.677;-3.294
-5.342;-7.677;-3.284
-5.342;-7.677;-3.279
-5.341;-7.677;-3.277
-5.341;-7.677;-3.259
-5.34;-7.676;-3.226
-5.335;-7.676;-3.221
-5.335;-7.676;-3.201
-5.334;-7.676;-3.183
-5.331;-7.675;-3.17
-5.331;-7.675;-3.161
-5.33;-7.675;-3.146
-5.33;-7.674;-3.121
-5.328;-7.674;-3.09
-5.327;-7.673;-3.083
-5.324;-7.673;-2.938
-5.32;-7.672;-2.936
-5.318;-7.672;-2.87
-5.316;-7.671;-2.855
-5.316;-7.671;-2.824
-5.316;-7.671;-2.691
-5.315;-7.67;-2.658
-5.314;-7.67;-2.614
-5.313;-7.67;-2.603
-5.311;-7.67;-2.52
-5.311;-7.67;-2.451
-5.31;-7.67;-2.445
-5.31;-7.669;-2.223
-5.307;-7.668;-2.129
-5.306;-7.668;-2.119
-5.305;-7.668;-2.048
-5.303;-7.668;-0.742
-5.303;-7.668;
-5.301;-7.667;
-5.3;-7.667;
-5.299;-7.667;
-5.299;-7.667;
-5.298;-7.664;
-5.295;-7.662;
-5.294;-7.662;
-5.293;-7.661;
-5.292;-7.661;
-5.289;-7.661;
-5.288;-7.661;
-5.28;-7.661;
-5.279;-7.661;
-5.279;-7.66;
-5.277;-7.66;
-5.276;-7.66;
-5.276;-7.66;
-5.275;-7.66;
-5.275;-7.658;
-5.275;-7.658;
-5.273;-7.658;
-5.273;-7.657;
-5.27;-7.657;
-5.27;-7.657;
-5.269;-7.657;
-5.269;-7.657;
-5.268;-7.656;
-5.267;-7.656;
-5.267;-7.655;
-5.266;-7.655;
-5.266;-7.655;
-5.265;-7.655;
-5.265;-7.655;
-5.264;-7.655;
-5.263;-7.654;
-5.262;-7.654;
-5.26;-7.652;
-5.259;-7.652;
-5.258;-7.652;
-5.258;-7.651;
-5.256;-7.651;
-5.254;-7.651;
-5.253;-7.651;
-5.252;-7.65;
-5.251;-7.648;
-5.251;-7.647;
-5.248;-7.647;
-5.248;-7.645;
-5.246;-7.643;
-5.245;-7.643;
-5.244;-7.643;
-5.242;-7.642;
-5.242;-7.642;
-5.239;-7.641;
-5.238;-7.641;
-5.237;-7.641;
-5.236;-7.641;
-5.235;-7.641;
-5.235;-7.641;
-5.234;-7.64;
-5.233;-7.64;
-5.232;-7.64;
-5.23;-7.64;
-5.23;-7.639;
-5.229;-7.639;
-5.228;-7.639;
-5.226;-7.639;
-5.224;-7.639;
-5.222;-7.639;
-5.218;-7.638;
-5.217;-7.636;
-5.217;-7.635;
-5.217;-7.635;
-5.215;-7.634;
-5.214;-7.633;
-5.213;-7.633;
-5.213;-7.633;
-5.211;-7.633;
-5.21;-7.633;
-5.21;-7.633;
-5.208;-7.633;
-5.205;-7.632;
-5.204;-7.632;
-5.203;-7.631;
-5.203;-7.629;
-5.203;-7.629;
-5.203;-7.629;
-5.201;-7.629;
-5.199;-7.628;
-5.198;-7.628;
-5.194;-7.628;
-5.194;-7.628;
-5.193;-7.626;
-5.191;-7.625;
-5.189;-7.624;
-5.188;-7.624;
-5.188;-7.624;
-5.187;-7.623;
-5.186;-7.623;
-5.178;-7.622;
-5.175;-7.621;
-5.175;-7.62;
-5.173;-7.619;
-5.171;-7.619;
-5.169;-7.619;
-5.167;-7.616;
-5.166;-7.614;
-5.165;-7.613;
-5.164;-7.613;
-5.164;-7.613;
-5.164;-7.612;
-5.163;-7.612;
-5.161;-7.612;
-5.161;-7.612;
-5.157;-7.612;
-5.156;-7.611;
-5.155;-7.611;
-5.155;-7.611;
-5.154;-7.61;
-5.152;-7.61;
-5.152;-7.609;
-5.151;-7.609;
-5.151;-7.609;
-5.151;-7.609;
-5.151;-7.609;
-5.15;-7.607;
-5.15;-7.606;
-5.148;-7.604;
-5.145;-7.603;
-5.145;-7.603;
-5.142;-7.603;
-5.141;-7.603;
-5.141;-7.603;
-5.139;-7.602;
-5.137;-7.602;
-5.137;-7.602;
-5.135;-7.602;
-5.134;-7.601;
-5.134;-7.601;
-5.133;-7.601;
-5.132;-7.6;
-5.132;-7.6;
-5.13;-7.6;
-5.129;-7.6;
-5.128;-7.6;
-5.127;-7.599;
-5.127;-7.599;
-5.127;-7.598;
-5.126;-7.597;
-5.125;-7.597;
-5.124;-7.597;
-5.123;-7.596;
-5.121;-7.595;
-5.12;-7.595;
-5.118;-7.594;
-5.116;-7.594;
-5.116;-7.594;
-5.114;-7.593;
-5.113;-7.593;
-5.113;-7.593;
-5.112;-7.593;
-5.112;-7.592;
-5.111;-7.592;
-5.111;-7.591;
-5.111;-7.591;
-5.104;-7.59;
-5.101;-7.59;
-5.098;-7.59;
-5.097;-7.589;
-5.097;-7.589;
-5.096;-7.589;
-5.094;-7.589;
-5.093;-7.588;
-5.092;-7.588;
-5.091;-7.587;
-5.09;-7.586;
-5.083;-7.586;
-5.083;-7.586;
-5.081;-7.586;
-5.081;-7.586;
-5.081;-7.586;
-5.08;-7.585;
-5.08;-7.585;
-5.079;-7.584;
-5.079;-7.584;
-5.078;-7.584;
-5.078;-7.583;
-5.078;-7.582;
-5.077;-7.581;
-5.077;-7.58;
-5.077;-7.58;
-5.075;-7.579;
-5.075;-7.579;
-5.075;-7.579;
-5.074;-7.579;
-5.073;-7.578;
-5.072;-7.577;
-5.071;-7.576;
-5.071;-7.575;
-5.071;-7.575;
-5.067;-7.575;
-5.067;-7.574;
-5.066;-7.573;
-5.064;-7.573;
-5.062;-7.573;
-5.062;-7.571;
-5.059;-7.571;
-5.059;-7.571;
-5.059;-7.571;
-5.059;-7.57;
-5.058;-7.57;
-5.057;-7.569;
-5.057;-7.569;
-5.056;-7.568;
-5.054;-7.568;
-5.054;-7.567;
-5.052;-7.566;
-5.05;-7.566;
-5.049;-7.566;
-5.049;-7.566;
-5.049;-7.566;
-5.046;-7.565;
-5.044;-7.565;
-5.044;-7.564;
-5.044;-7.563;
-5.043;-7.563;
-5.042;-7.563;
-5.042;-7.563;
-5.041;-7.561;
-5.04;-7.561;
-5.04;-7.561;
-5.037;-7.561;
-5.036;-7.561;
-5.034;-7.56;
-5.034;-7.558;
-5.033;-7.558;
-5.033;-7.557;
-5.032;-7.557;
-5.032;-7.557;
-5.031;-7.557;
-5.031;-7.556;
-5.03;-7.554;
-5.029;-7.554;
-5.028;-7.554;
-5.027;-7.553;
-5.027;-7.553;
-5.026;-7.553;
-5.026;-7.553;
-5.025;-7.552;
-5.025;-7.552;
-5.025;-7.552;
-5.018;-7.551;
-5.015;-7.551;
-5.013;-7.55;
-5.013;-7.55;
-5.012;-7.55;
-5.01;-7.55;
-5.01;-7.55;
-5.01;-7.55;
-5.005;-7.55;
-5.005;-7.549;
-5.004;-7.549;
-5.002;-7.549;
-5.002;-7.549;
-5;-7.549;
-4.999;-7.548;
-4.997;-7.548;
-4.996;-7.548;
-4.996;-7.548;
-4.994;-7.548;
-4.991;-7.545;
-4.99;-7.545;
-4.988;-7.542;
-4.988;-7.539;
-4.986;-7.538;
-4.985;-7.538;
-4.984;-7.538;
-4.981;-7.538;
-4.98;-7.537;
-4.98;-7.537;
-4.979;-7.536;
-4.979;-7.534;
-4.977;-7.534;
-4.977;-7.533;
-4.976;-7.533;
-4.976;-7.532;
-4.976;-7.531;
-4.975;-7.531;
-4.973;-7.53;
-4.973;-7.529;
-4.972;-7.528;
-4.972;-7.528;
-4.971;-7.527;
-4.971;-7.526;
-4.971;-7.526;
-4.967;-7.526;
-4.966;-7.525;
-4.964;-7.525;
-4.963;-7.524;
-4.963;-7.524;
-4.962;-7.524;
-4.961;-7.523;
-4.959;-7.522;
-4.959;-7.52;
-4.957;-7.518;
-4.956;-7.516;
-4.955;-7.515;
-4.955;-7.515;
-4.954;-7.515;
-4.953;-7.514;
-4.952;-7.514;
-4.947;-7.514;
-4.946;-7.514;
-4.946;-7.514;
-4.946;-7.514;
-4.943;-7.514;
-4.943;-7.514;
-4.94;-7.514;
-4.94;-7.512;
-4.939;-7.512;
-4.938;-7.511;
-4.937;-7.511;
-4.936;-7.51;
-4.935;-7.51;
-4.935;-7.509;
-4.933;-7.509;
-4.932;-7.507;
-4.931;-7.507;
-4.931;-7.507;
-4.931;-7.507;
-4.93;-7.507;
-4.929;-7.507;
-4.927;-7.506;
-4.927;-7.506;
-4.926;-7.506;
-4.924;-7.506;
-4.924;-7.506;
-4.923;-7.505;
-4.923;-7.505;
-4.922;-7.503;
-4.92;-7.502;
-4.92;-7.499;
-4.918;-7.499;
-4.918;-7.499;
-4.918;-7.499;
-4.918;-7.499;
-4.917;-7.499;
-4.917;-7.498;
-4.917;-7.495;
-4.916;-7.495;
-4.916;-7.494;
-4.914;-7.493;
-4.914;-7.493;
-4.914;-7.493;
-4.913;-7.493;
-4.912;-7.492;
-4.911;-7.492;
-4.911;-7.492;
-4.91;-7.491;
-4.91;-7.491;
-4.909;-7.491;
-4.907;-7.491;
-4.907;-7.491;
-4.907;-7.49;
-4.905;-7.489;
-4.905;-7.489;
-4.903;-7.488;
-4.901;-7.488;
-4.9;-7.488;
-4.9;-7.488;
-4.895;-7.487;
-4.894;-7.487;
-4.894;-7.487;
-4.891;-7.486;
-4.891;-7.486;
-4.89;-7.486;
-4.89;-7.483;
-4.889;-7.483;
-4.889;-7.48;
-4.884;-7.48;
-4.883;-7.48;
-4.882;-7.48;
-4.88;-7.48;
-4.879;-7.479;
-4.879;-7.479;
-4.878;-7.479;
-4.875;-7.479;
-4.875;-7.477;
-4.874;-7.476;
-4.873;-7.476;
-4.872;-7.476;
-4.869;-7.476;
-4.869;-7.476;
-4.869;-7.476;
-4.868;-7.474;
-4.866;-7.474;
-4.866;-7.474;
-4.865;-7.474;
-4.865;-7.474;
-4.865;-7.474;
-4.864;-7.473;
-4.863;-7.472;
-4.86;-7.472;
-4.858;-7.472;
-4.858;-7.472;
-4.855;-7.471;
-4.855;-7.47;
-4.854;-7.469;
-4.854;-7.469;
-4.852;-7.469;
-4.852;-7.468;
-4.85;-7.467;
-4.849;-7.467;
-4.849;-7.467;
-4.849;-7.467;
-4.848;-7.466;
-4.845;-7.465;
-4.845;-7.465;
-4.844;-7.465;
-4.843;-7.465;
-4.841;-7.464;
-4.84;-7.464;
-4.84;-7.464;
-4.839;-7.464;
-4.838;-7.464;
-4.836;-7.462;
-4.834;-7.462;
-4.833;-7.462;
-4.833;-7.461;
-4.832;-7.461;
-4.831;-7.461;
-4.831;-7.461;
-4.831;-7.461;
-4.831;-7.461;
-4.83;-7.46;
-4.83;-7.46;
-4.83;-7.459;
-4.829;-7.459;
-4.829;-7.459;
-4.829;-7.458;
-4.828;-7.456;
-4.827;-7.456;
-4.821;-7.456;
-4.821;-7.456;
-4.821;-7.456;
-4.82;-7.456;
-4.819;-7.456;
-4.819;-7.455;
-4.818;-7.454;
-4.818;-7.453;
-4.817;-7.453;
-4.817;-7.453;
-4.815;-7.453;
-4.815;-7.452;
-4.814;-7.452;
-4.814;-7.452;
-4.813;-7.452;
-4.812;-7.451;
-4.811;-7.45;
-4.809;-7.449;
-4.805;-7.447;
-4.803;-7.447;
-4.802;-7.447;
-4.802;-7.446;
-4.799;-7.446;
-4.798;-7.445;
-4.796;-7.444;
-4.795;-7.443;
-4.795;-7.443;
-4.794;-7.443;
-4.792;-7.443;
-4.792;-7.443;
-4.786;-7.443;
-4.785;-7.442;
-4.785;-7.442;
-4.785;-7.442;
-4.783;-7.442;
-4.782;-7.441;
-4.782;-7.44;
-4.78;-7.44;
-4.776;-7.439;
-4.775;-7.439;
-4.774;-7.438;
-4.774;-7.438;
-4.774;-7.437;
-4.773;-7.437;
-4.771;-7.437;
-4.771;-7.436;
-4.77;-7.436;
-4.769;-7.436;
-4.769;-7.436;
-4.768;-7.436;
-4.766;-7.434;
-4.766;-7.434;
-4.759;-7.433;
-4.759;-7.433;
-4.758;-7.432;
-4.754;-7.43;
-4.754;-7.43;
-4.751;-7.429;
-4.75;-7.429;
-4.749;-7.429;
-4.749;-7.428;
-4.747;-7.428;
-4.746;-7.427;
-4.745;-7.427;
-4.742;-7.426;
-4.742;-7.426;
-4.741;-7.425;
-4.741;-7.425;
-4.74;-7.424;
-4.74;-7.424;
-4.74;-7.424;
-4.74;-7.424;
-4.728;-7.424;
-4.728;-7.424;
-4.727;-7.423;
-4.723;-7.423;
-4.723;-7.423;
-4.721;-7.421;
-4.721;-7.421;
-4.718;-7.421;
-4.718;-7.421;
-4.717;-7.421;
-4.717;-7.42;
-4.715;-7.42;
-4.713;-7.42;
-4.713;-7.419;
-4.713;-7.419;
-4.711;-7.419;
-4.71;-7.418;
-4.709;-7.417;
-4.707;-7.417;
-4.707;-7.416;
-4.707;-7.416;
-4.706;-7.416;
-4.706;-7.416;
-4.705;-7.416;
-4.705;-7.415;
-4.704;-7.415;
-4.703;-7.414;
-4.703;-7.414;
-4.702;-7.414;
-4.701;-7.413;
-4.699;-7.413;
-4.698;-7.413;
-4.697;-7.412;
-4.695;-7.412;
-4.695;-7.412;
-4.694;-7.41;
-4.693;-7.41;
-4.692;-7.409;
-4.691;-7.408;
-4.69;-7.408;
-4.69;-7.408;
-4.687;-7.407;
-4.682;-7.407;
-4.681;-7.407;
-4.681;-7.406;
-4.68;-7.406;
-4.678;-7.406;
-4.676;-7.405;
-4.675;-7.405;
-4.673;-7.405;
-4.671;-7.404;
-4.671;-7.404;
-4.67;-7.404;
-4.67;-7.404;
-4.67;-7.403;
-4.666;-7.403;
-4.666;-7.402;
-4.666;-7.402;
-4.665;-7.402;
-4.664;-7.402;
-4.663;-7.401;
-4.663;-7.4;
-4.663;-7.399;
-4.661;-7.399;
-4.661;-7.399;
-4.661;-7.399;
-4.661;-7.398;
-4.66;-7.398;
-4.66;-7.397;
-4.657;-7.397;
-4.655;-7.397;
-4.655;-7.396;
-4.655;-7.396;
-4.652;-7.395;
-4.652;-7.394;
-4.651;-7.394;
-4.65;-7.394;
-4.65;-7.394;
-4.649;-7.394;
-4.649;-7.393;
-4.649;-7.393;
-4.647;-7.392;
-4.647;-7.392;
-4.647;-7.391;
-4.646;-7.391;
-4.646;-7.391;
-4.644;-7.391;
-4.642;-7.391;
-4.642;-7.39;
-4.642;-7.39;
-4.642;-7.387;
-4.641;-7.387;
-4.641;-7.386;
-4.64;-7.386;
-4.64;-7.386;
-4.64;-7.386;
-4.639;-7.386;
-4.639;-7.384;
-4.638;-7.383;
-4.638;-7.379;
-4.636;-7.379;
-4.635;-7.379;
-4.634;-7.377;
-4.633;-7.376;
-4.632;-7.376;
-4.63;-7.374;
-4.63;-7.374;
-4.63;-7.373;
-4.63;-7.373;
-4.629;-7.373;
-4.628;-7.373;
-4.627;-7.371;
-4.626;-7.37;
-4.625;-7.37;
-4.623;-7.37;
-4.619;-7.37;
-4.615;-7.369;
-4.615;-7.369;
-4.61;-7.369;
-4.61;-7.368;
-4.609;-7.368;
-4.609;-7.367;
-4.608;-7.367;
-4.604;-7.367;
-4.604;-7.367;
-4.603;-7.367;
-4.603;-7.366;
-4.602;-7.366;
-4.602;-7.365;
-4.601;-7.365;
-4.601;-7.365;
-4.601;-7.365;
-4.6;-7.364;
-4.6;-7.364;
-4.598;-7.364;
-4.597;-7.363;
-4.596;-7.363;
-4.593;-7.362;
-4.593;-7.362;
-4.592;-7.362;
-4.588;-7.361;
-4.588;-7.361;
-4.588;-7.361;
-4.588;-7.359;
-4.587;-7.359;
-4.586;-7.359;
-4.586;-7.358;
-4.585;-7.358;
-4.584;-7.358;
-4.583;-7.357;
-4.583;-7.357;
-4.581;-7.357;
-4.581;-7.357;
-4.58;-7.357;
-4.58;-7.356;
-4.579;-7.356;
-4.578;-7.356;
-4.578;-7.356;
-4.578;-7.356;
-4.574;-7.356;
-4.572;-7.355;
-4.572;-7.355;
-4.571;-7.354;
-4.569;-7.354;
-4.569;-7.354;
-4.568;-7.353;
-4.568;-7.353;
-4.567;-7.353;
-4.566;-7.352;
-4.563;-7.352;
-4.562;-7.351;
-4.562;-7.351;
-4.561;-7.351;
-4.56;-7.35;
-4.559;-7.349;
-4.559;-7.349;
-4.559;-7.349;
-4.559;-7.349;
-4.558;-7.349;
-4.557;-7.349;
-4.557;-7.349;
-4.556;-7.348;
-4.553;-7.348;
-4.553;-7.348;
-4.553;-7.348;
-4.552;-7.347;
-4.552;-7.346;
-4.552;-7.346;
-4.551;-7.346;
-4.551;-7.346;
-4.55;-7.346;
-4.549;-7.344;
-4.549;-7.343;
-4.548;-7.343;
-4.547;-7.342;
-4.544;-7.342;
-4.543;-7.341;
-4.54;-7.341;
-4.54;-7.341;
-4.539;-7.34;
-4.538;-7.34;
-4.537;-7.34;
-4.535;-7.34;
-4.535;-7.34;
-4.535;-7.34;
-4.534;-7.34;
-4.531;-7.34;
-4.53;-7.34;
-4.53;-7.338;
-4.53;-7.338;
-4.529;-7.337;
-4.528;-7.337;
-4.527;-7.336;
-4.527;-7.336;
-4.527;-7.336;
-4.526;-7.335;
-4.525;-7.335;
-4.524;-7.335;
-4.524;-7.334;
-4.523;-7.334;
-4.522;-7.334;
-4.522;-7.334;
-4.52;-7.334;
-4.52;-7.333;
-4.519;-7.332;
-4.518;-7.332;
-4.518;-7.332;
-4.516;-7.331;
-4.514;-7.331;
-4.513;-7.331;
-4.512;-7.33;
-4.512;-7.329;
-4.511;-7.329;
-4.507;-7.328;
-4.504;-7.328;
-4.504;-7.328;
-4.501;-7.328;
-4.495;-7.327;
-4.494;-7.325;
-4.491;-7.325;
-4.491;-7.325;
-4.491;-7.325;
-4.49;-7.325;
-4.489;-7.325;
-4.488;-7.324;
-4.486;-7.322;
-4.486;-7.321;
-4.485;-7.321;
-4.485;-7.321;
-4.484;-7.321;
-4.483;-7.32;
-4.483;-7.32;
-4.483;-7.32;
-4.481;-7.319;
-4.476;-7.319;
-4.476;-7.318;
-4.475;-7.317;
-4.475;-7.317;
-4.474;-7.317;
-4.474;-7.316;
-4.47;-7.316;
-4.47;-7.316;
-4.469;-7.315;
-4.468;-7.315;
-4.467;-7.315;
-4.467;-7.314;
-4.465;-7.314;
-4.463;-7.314;
-4.462;-7.314;
-4.462;-7.313;
-4.461;-7.313;
-4.457;-7.313;
-4.455;-7.313;
-4.455;-7.312;
-4.452;-7.312;
-4.45;-7.312;
-4.449;-7.312;
-4.446;-7.312;
-4.445;-7.311;
-4.445;-7.311;
-4.444;-7.311;
-4.444;-7.31;
-4.443;-7.31;
-4.441;-7.31;
-4.44;-7.31;
-4.438;-7.309;
-4.435;-7.307;
-4.434;-7.307;
-4.433;-7.306;
-4.433;-7.306;
-4.433;-7.305;
-4.432;-7.305;
-4.432;-7.304;
-4.431;-7.304;
-4.431;-7.303;
-4.43;-7.303;
-4.43;-7.303;
-4.429;-7.303;
-4.428;-7.303;
-4.428;-7.303;
-4.428;-7.302;
-4.426;-7.302;
-4.426;-7.302;
-4.425;-7.301;
-4.423;-7.301;
-4.423;-7.299;
-4.423;-7.299;
-4.421;-7.299;
-4.421;-7.299;
-4.42;-7.297;
-4.417;-7.297;
-4.417;-7.297;
-4.415;-7.296;
-4.415;-7.296;
-4.413;-7.296;
-4.412;-7.296;
-4.411;-7.296;
-4.41;-7.295;
-4.409;-7.295;
-4.408;-7.295;
-4.408;-7.295;
-4.408;-7.295;
-4.408;-7.295;
-4.407;-7.294;
-4.406;-7.293;
-4.403;-7.293;
-4.402;-7.292;
-4.402;-7.292;
-4.401;-7.292;
-4.4;-7.292;
-4.397;-7.291;
-4.396;-7.291;
-4.394;-7.29;
-4.392;-7.29;
-4.392;-7.29;
-4.392;-7.29;
-4.389;-7.29;
-4.389;-7.29;
-4.388;-7.29;
-4.388;-7.289;
-4.387;-7.289;
-4.387;-7.289;
-4.387;-7.289;
-4.385;-7.289;
-4.385;-7.288;
-4.384;-7.288;
-4.382;-7.288;
-4.382;-7.288;
-4.378;-7.287;
-4.376;-7.287;
-4.375;-7.286;
-4.374;-7.286;
-4.374;-7.286;
-4.373;-7.286;
-4.372;-7.286;
-4.371;-7.286;
-4.369;-7.286;
-4.369;-7.286;
-4.368;-7.286;
-4.367;-7.285;
-4.367;-7.284;
-4.366;-7.284;
-4.365;-7.283;
-4.365;-7.283;
-4.365;-7.28;
-4.364;-7.279;
-4.364;-7.279;
-4.363;-7.278;
-4.363;-7.277;
-4.362;-7.277;
-4.362;-7.277;
-4.361;-7.275;
-4.36;-7.275;
-4.359;-7.275;
-4.358;-7.275;
-4.357;-7.274;
-4.355;-7.274;
-4.354;-7.273;
-4.354;-7.273;
-4.353;-7.273;
-4.351;-7.273;
-4.351;-7.273;
-4.351;-7.272;
-4.35;-7.272;
-4.349;-7.271;
-4.349;-7.27;
-4.346;-7.27;
-4.345;-7.27;
-4.344;-7.27;
-4.343;-7.268;
-4.342;-7.268;
-4.342;-7.267;
-4.34;-7.267;
-4.336;-7.267;
-4.336;-7.267;
-4.336;-7.266;
-4.335;-7.266;
-4.334;-7.266;
-4.333;-7.265;
-4.332;-7.265;
-4.332;-7.265;
-4.33;-7.265;
-4.33;-7.263;
-4.329;-7.262;
-4.328;-7.262;
-4.323;-7.262;
-4.321;-7.26;
-4.32;-7.26;
-4.318;-7.26;
-4.317;-7.258;
-4.315;-7.258;
-4.315;-7.257;
-4.315;-7.257;
-4.315;-7.256;
-4.314;-7.255;
-4.314;-7.255;
-4.314;-7.254;
-4.313;-7.254;
-4.313;-7.254;
-4.312;-7.254;
-4.312;-7.254;
-4.311;-7.253;
-4.308;-7.253;
-4.304;-7.253;
-4.303;-7.253;
-4.3;-7.253;
-4.298;-7.252;
-4.296;-7.251;
-4.295;-7.25;
-4.294;-7.25;
-4.291;-7.25;
-4.291;-7.249;
-4.289;-7.249;
-4.288;-7.249;
-4.287;-7.247;
-4.282;-7.247;
-4.282;-7.247;
-4.279;-7.246;
-4.277;-7.246;
-4.277;-7.246;
-4.277;-7.246;
-4.276;-7.246;
-4.275;-7.245;
-4.275;-7.245;
-4.274;-7.245;
-4.273;-7.245;
-4.273;-7.243;
-4.273;-7.241;
-4.272;-7.241;
-4.272;-7.241;
-4.271;-7.241;
-4.27;-7.24;
-4.269;-7.24;
-4.269;-7.24;
-4.268;-7.24;
-4.267;-7.239;
-4.266;-7.239;
-4.265;-7.239;
-4.265;-7.239;
-4.265;-7.238;
-4.263;-7.238;
-4.262;-7.238;
-4.262;-7.238;
-4.261;-7.238;
-4.26;-7.237;
-4.259;-7.237;
-4.258;-7.237;
-4.258;-7.236;
-4.257;-7.236;
-4.257;-7.235;
-4.254;-7.235;
-4.254;-7.235;
-4.254;-7.234;
-4.252;-7.234;
-4.251;-7.234;
-4.25;-7.233;
-4.249;-7.233;
-4.249;-7.232;
-4.247;-7.232;
-4.246;-7.232;
-4.246;-7.231;
-4.244;-7.231;
-4.243;-7.23;
-4.243;-7.23;
-4.242;-7.23;
-4.24;-7.229;
-4.24;-7.229;
-4.239;-7.228;
-4.239;-7.227;
-4.237;-7.227;
-4.236;-7.227;
-4.235;-7.227;
-4.234;-7.227;
-4.234;-7.227;
-4.234;-7.227;
-4.233;-7.226;
-4.231;-7.225;
-4.227;-7.225;
-4.227;-7.225;
-4.227;-7.225;
-4.225;-7.224;
-4.222;-7.224;
-4.222;-7.224;
-4.221;-7.224;
-4.217;-7.223;
-4.215;-7.223;
-4.213;-7.223;
-4.213;-7.223;
-4.21;-7.223;
-4.21;-7.223;
-4.21;-7.222;
-4.209;-7.221;
-4.209;-7.22;
-4.207;-7.22;
-4.206;-7.22;
-4.203;-7.22;
-4.203;-7.219;
-4.203;-7.219;
-4.2;-7.218;
-4.198;-7.218;
-4.197;-7.217;
-4.195;-7.217;
-4.192;-7.217;
-4.191;-7.217;
-4.191;-7.217;
-4.189;-7.217;
-4.189;-7.216;
-4.189;-7.216;
-4.188;-7.216;
-4.188;-7.216;
-4.185;-7.216;
-4.185;-7.216;
-4.185;-7.216;
-4.185;-7.216;
-4.183;-7.216;
-4.183;-7.216;
-4.182;-7.216;
-4.18;-7.216;
-4.175;-7.216;
-4.173;-7.216;
-4.172;-7.216;
-4.171;-7.216;
-4.171;-7.216;
-4.169;-7.216;
-4.168;-7.216;
-4.167;-7.215;
-4.167;-7.215;
-4.166;-7.214;
-4.165;-7.214;
-4.164;-7.214;
-4.162;-7.214;
-4.162;-7.213;
-4.161;-7.213;
-4.16;-7.212;
-4.156;-7.212;
-4.156;-7.212;
-4.154;-7.212;
-4.153;-7.212;
-4.153;-7.212;
-4.152;-7.212;
-4.15;-7.212;
-4.149;-7.212;
-4.147;-7.212;
-4.147;-7.211;
-4.145;-7.211;
-4.145;-7.211;
-4.143;-7.211;
-4.143;-7.21;
-4.141;-7.209;
-4.141;-7.209;
-4.141;-7.208;
-4.139;-7.208;
-4.139;-7.208;
-4.139;-7.208;
-4.136;-7.208;
-4.136;-7.207;
-4.136;-7.206;
-4.136;-7.206;
-4.135;-7.205;
-4.135;-7.205;
-4.131;-7.204;
-4.129;-7.204;
-4.129;-7.204;
-4.128;-7.204;
