epoch,val_loss,rl_loss,total_reward
125,1.7296174164838012,0.0,0.0
126,1.9656729633203345,15.354988708366204,0.5056072697051086
127,1.9145093339044343,14.893151979411442,0.5242855003334682
128,1.8644854282683048,15.514981167425091,0.528124280511276
129,1.8691311000028248,15.40425667230717,0.5267684963588691
130,1.868537118349935,15.164005145906716,0.5198230289887031
131,1.8544627632984825,15.473408697536945,0.5236867815464605
132,1.832528330994852,15.3077378737608,0.5234645815568101
133,1.8210365289912036,15.512349530125611,0.5210083720755134
134,1.8127304777909128,15.339912956081928,0.5128520755366254
135,1.8209699644732524,14.987015393218677,0.519149975195639
136,1.8335466382388548,14.504714069346472,0.5178437589274196
137,1.8315993592424211,14.330169625529573,0.5168223641745499
138,1.849502839882169,14.310285761070352,0.5256197393682386
139,1.820270268922082,14.36008947316485,0.5109223964308598
140,1.7920064943641487,14.666014515460631,0.5044334890246712
141,1.7968945568212673,14.119608436972136,0.4953765096463379
142,1.8184468218865384,14.099960255710288,0.5188310420581738
143,1.831847746667122,14.101100347627826,0.5159756825666965
144,1.7990428481711782,14.195165316180573,0.5230371821183063
145,1.818356930584777,14.421546790161452,0.5118522099639371
146,1.797707092587053,14.202383064611723,0.5127677799223099
147,1.813185170261615,13.986228528729654,0.5223678975424818
148,1.8016952578626588,13.756641451634309,0.515561557558818
149,1.803640543539819,14.104212031057209,0.5207562047756252
150,1.8037403689490423,14.013785931750578,0.5206378020766897
151,1.8041861007298563,13.793348845416428,0.5201971775580206
152,1.8072401037756003,13.968591435284065,0.5185157865318274
153,1.790007680966919,14.482124787965578,0.5215783060250625
154,1.831950147696761,13.565224056034078,0.507087844147718
155,1.7986968295879084,13.796255849555502,0.5101225294194821
156,1.8024443810340995,14.288260182889736,0.5147108639924399
157,1.7997893010045498,13.586388081390236,0.5142204575832928
158,1.7836995362235817,13.81903242178148,0.5175066632384039
159,1.803787142475696,14.209682124394156,0.5167203528648443
160,1.8080718404841876,14.249486312746315,0.5192642369842907
161,1.811142461604792,15.218816317582768,0.5204586189714551
162,1.8359439920329448,14.092817555552942,0.5136560831953292
163,1.853706936416386,14.088161722036356,0.5142820522628123
164,1.8235109919522043,14.7496243327497,0.5087395465085852
165,1.8004587966191197,14.733018514184566,0.5089185018680692
166,1.8098681467883992,14.303075687744156,0.5124880873219486
167,1.808511759500084,14.822029792681734,0.5146835095620869
